Name	WikiID	Introduction
Arthur Conan Doyle	18951335	Sir Arthur Ignatius Conan Doyle KStJ, DL (22 May 1859 – 7 July 1930) was a British writer best known for his detective fiction featuring the character Sherlock Holmes. Originally a physician, in 1887 he published A Study in Scarlet, the first of four novels about Holmes and Dr. Watson. In addition, Doyle wrote over fifty short stories featuring the famous detective. The Sherlock Holmes stories are generally considered milestones in the field of crime fiction. Doyle is also known for writing the fictional adventures of Professor Challenger and for propagating the mystery of the Mary Celeste. He was a prolific writer whose other works include fantasy and science fiction stories, plays, romances, poetry, non-fiction and historical novels.
Tertullian	31204	Tertullian (), full name Quintus Septimius Florens Tertullianus, c. 155 – c. 240 AD, was a prolific early Christian author from Carthage in the Roman province of Africa. Of Berber origin, he was the first Christian author to produce an extensive corpus of Latin Christian literature. He also was an early Christian apologist and a polemicist against heresy, including contemporary Christian Gnosticism. Tertullian has been called "the father of Latin Christianity" and "the founder of Western theology." Though conservative in his worldview, Tertullian originated new theological concepts and advanced the development of early Church doctrine. He is perhaps most famous for being the first writer in Latin known to use the term trinity (Latin: trinitas). According to The Stanford Encyclopedia of Philosophy, "Tertullian's trinity [is] not a triune God, but rather a triad or group of three, with God as the founding member". A similar word had been used earlier in Greek, though Tertullian gives the oldest extant use of the terminology as later incorporated into the Nicene Creed at the 2nd Ecumenical Council, the First Council of Constantinople in 381 AD, or as the Athanasian Creed, or both. Other Latin formulations that first appear in his work are "three persons, one substance" as the Latin "tres personae, una substantia", (' consubstantial ', in English), itself from the Koine Greek "treis hypostases, homoousios"). Influenced by Stoic philosophy, the "substance" of Tertullian, however, was a material substance that did not refer to a single God, but to the sharing of a portion of the substance of the Father (the only being who was fully God) with the Son and, through the Son, with the Holy Spirit. He wrote his understanding of the three members of the trinity after becoming a Montanist. Unlike many Church fathers, he was never recognized as a saint by the Eastern or Western catholic tradition churches, as several of his teachings on issues such as the clear subordination of the Son and Spirit to the Father, and his condemnation of remarriage for widows and of fleeing from persecution, contradicted the doctrines of these traditions.
Ramesses I	380296	Menpehtyre Ramesses I (or Ramses) was the founding pharaoh of ancient Egypt's 19th dynasty. The dates for his short reign are not completely known but the time-line of late 1292–1290 BC is frequently cited as well as 1295–1294 BC. While Ramesses I was the founder of the 19th dynasty, in reality his brief reign marked the transition between the reign of Horemheb who had stabilized Egypt in the late 18th dynasty and the rule of the powerful pharaohs of this dynasty, in particular his son Seti I and grandson Ramesses II, who would bring Egypt up to new heights of imperial power.
Woody Allen	32901	Heywood "Woody" Allen (born Allan Stewart Konigsberg; December 1, 1935) is an American filmmaker, writer, actor, comedian, playwright, and musician whose career spans more than six decades. He worked as a comedy writer in the 1950s, writing jokes and scripts for television and publishing several books of short humor pieces. In the early 1960s, Allen began performing as a stand-up comedian, emphasizing monologues rather than traditional jokes. As a comedian, he developed the persona of an insecure, intellectual, fretful nebbish, which he maintains is quite different from his real-life personality. In 2004, Comedy Central ranked Allen in fourth place on a list of the 100 greatest stand-up comedians, while a UK survey ranked Allen as the third greatest comedian. By the mid-1960s Allen was writing and directing films, first specializing in slapstick comedies before moving into dramatic material influenced by European art cinema during the 1970s, and alternating between comedies and dramas to the present. He is often identified as part of the New Hollywood wave of filmmakers of the mid-1960s to late 1970s. Allen often stars in his films, typically in the persona he developed as a standup. Some of the best-known of his over 40 films are Annie Hall (1977), Manhattan (1979), Hannah and Her Sisters (1986), and Crimes and Misdemeanors (1989). In 2007 he said Stardust Memories (1980), The Purple Rose of Cairo (1985), and Match Point (2005) were his best films. Critic Roger Ebert described Allen as "a treasure of the cinema". Allen has received many accolades and honors throughout his career. He has won four Academy Awards: three for Best Original Screenplay and one for Best Director (Annie Hall). He also garnered nine British Academy Film Awards. His screenplay for Annie Hall was named the funniest screenplay by the Writers Guild of America in its list of the "101 Funniest Screenplays." In 2011, PBS televised the film biography Woody Allen: A Documentary on the American Masters TV series.
Alfred Hitchcock	808	Sir Alfred Joseph Hitchcock KBE (13 August 1899 – 29 April 1980) was an English-American film director and producer, at times referred to as "The Master of Suspense". He pioneered many elements of the suspense and psychological thriller genres. He had a successful career in British cinema with both silent films and early talkies and became renowned as England's best director. Hitchcock moved to Hollywood in 1939, and became a U.S. citizen in 1955. Hitchcock became a highly visible public figure through interviews, movie trailers, cameo appearances in his own films, and the ten years in which he hosted the television programme Alfred Hitchcock Presents (1955–1965). He also fashioned for himself a recognisable directorial style. Hitchcock's stylistic trademarks include the use of camera movement that mimics a person's gaze, forcing viewers to engage in a form of voyeurism. In addition, he framed shots to maximise anxiety, fear, or empathy, and used innovative forms of film editing. His work often features fugitives on the run alongside "icy blonde" female characters. In 1978, film critic John Russell Taylor described Hitchcock as "the most universally recognizable person in the world", and "a straightforward middle-class Englishman who just happened to be an artistic genius". Prior to 1980, there had long been talk of Hitchcock being knighted for his contribution to film. Critic Roger Ebert wrote: "Other British directors like Sir Carol Reed and Sir Charlie Chaplin were knighted years ago, while Hitchcock, universally considered by film students to be one of the greatest filmmakers of all time, was passed over". Hitchcock later received his knighthood from Queen Elizabeth II in the 1980 New Year Honours. Hitchcock directed more than fifty feature films in a career spanning six decades and is often regarded as one of the most influential directors in cinematic history. Following a 2007 critics' poll by Britain's Daily Telegraph in which he was ranked Britain's greatest filmmaker, one scholar wrote: "Hitchcock did more than any director to shape modern cinema, which would be utterly different without him. His flair was for narrative, cruelly withholding crucial information (from his characters and from the audience) and engaging the emotions of the audience like no one else." Hitchcock's first thriller, The Lodger: A Story of the London Fog (1926), helped shape the thriller genre in film. His 1929 film, Blackmail, is often cited as the first British sound feature film, while Rear Window (1954), Vertigo (1958), North by Northwest (1959), and Psycho (1960) are regularly ranked among the greatest films of all time.
Frank Lloyd Wright	10683	Frank Lloyd Wright (born Frank Lincoln Wright, June 8, 1867 – April 9, 1959) was an American architect, interior designer, writer, and educator, who designed more than 1,000 structures, 532 of which were completed. Wright believed in designing structures that were in harmony with humanity and its environment, a philosophy he called organic architecture. This philosophy was best exemplified by the Fallingwater house (1935), which has been called "the best all-time work of American architecture". Wright was a leader of the Prairie School movement of architecture and developed the concept of the Usonian home in Broadacre City, his unique vision for urban planning in the United States. His creative period spanned more than 70 years. In addition to his houses, Wright designed original and innovative offices, churches, schools, skyscrapers, hotels, museums and other structures. He often designed interior elements for these buildings as well, including furniture and stained glass. Wright wrote 20 books and many articles and was a popular lecturer in the United States and in Europe. Wright was recognized in 1991 by the American Institute of Architects as "the greatest American architect of all time". His colorful personal life often made headlines, notably for leaving his first wife, Catherine Lee "Kitty" Tobin for Mamah Borthwick Cheney, the murders at his Taliesin estate in 1914, his tempestuous marriage and divorce with his second wife, Miriam Noel, and his relationship with Olga (Olgivanna) Lazovich Hinzenburg, whom he would marry in 1928.
Frank Sinatra	11181	Francis Albert Sinatra (; Italian: [siˈnaːtra]; December 12, 1915 – May 14, 1998) was an American singer, actor, and producer who was one of the most popular and influential musical artists of the 20th century. He is one of the best-selling music artists of all time, having sold more than 150 million records worldwide. Born in Hoboken, New Jersey, to Italian immigrants, Sinatra began his musical career in the swing era with bandleaders Harry James and Tommy Dorsey. Sinatra found success as a solo artist after he signed with Columbia Records in 1943, becoming the idol of the "bobby soxers". He released his debut album, The Voice of Frank Sinatra, in 1946. Sinatra's professional career had stalled by the early 1950s, and he turned to Las Vegas, where he became one of its best known performers as part of the Rat Pack. His career was reborn in 1953 with the success of From Here to Eternity, with his performance subsequently winning an Academy Award and Golden Globe Award for Best Supporting Actor. Sinatra released several critically lauded albums, including In the Wee Small Hours (1955), Songs for Swingin' Lovers! (1956), Come Fly with Me (1958), Only the Lonely (1958) and Nice 'n' Easy (1960). Sinatra left Capitol in 1960 to start his own record label, Reprise Records, and released a string of successful albums. In 1965, he recorded the retrospective September of My Years, starred in the Emmy-winning television special Frank Sinatra: A Man and His Music, and released the tracks "Strangers in the Night" and "My Way". After releasing Sinatra at the Sands, recorded at the Sands Hotel and Casino in Vegas with frequent collaborator Count Basie in early 1966, the following year he recorded one of his most famous collaborations with Tom Jobim, the album Francis Albert Sinatra & Antonio Carlos Jobim. It was followed by 1968's collaboration with Duke Ellington. Sinatra retired for the first time in 1971, but came out of retirement two years later and recorded several albums and resumed performing at Caesars Palace, and reached success in 1980 with "New York, New York". Using his Las Vegas shows as a home base, he toured both within the United States and internationally until a short time before his death in 1998. Sinatra forged a highly successful career as a film actor. After winning an Academy Award for From Here to Eternity, he starred in The Man with the Golden Arm (1955), and received critical acclaim for his performance in The Manchurian Candidate (1962). He appeared in various musicals such as On the Town (1949), Guys and Dolls (1955), High Society (1956), and Pal Joey (1957), winning another Golden Globe for the latter. Toward the end of his career, he became associated with playing detectives, including the title character in Tony Rome (1967). Sinatra would later receive the Golden Globe Cecil B. DeMille Award in 1971. On television, The Frank Sinatra Show began on ABC in 1950, and he continued to make appearances on television throughout the 1950s and 1960s. Sinatra was also heavily involved with politics from the mid-1940s, and actively campaigned for presidents such as Harry S. Truman, John F. Kennedy and Ronald Reagan, though before Kennedy's death Sinatra's alleged Mafia connections led to his being snubbed. While Sinatra never formally learned how to read music, he had an impressive understanding of it, and he worked very hard from a young age to improve his abilities in all aspects of music. A perfectionist, renowned for his dress sense and performing presence, he always insisted on recording live with his band. His bright blue eyes earned him the popular nickname "Ol' Blue Eyes". Sinatra led a colorful personal life, and was often involved in turbulent affairs with women, such as with his second wife Ava Gardner. He went on to marry Mia Farrow in 1966 and Barbara Marx in 1976. Sinatra had several violent confrontations, usually with journalists he felt had crossed him, or work bosses with whom he had disagreements. He was honored at the Kennedy Center Honors in 1983, was awarded the Presidential Medal of Freedom by Ronald Reagan in 1985, and the Congressional Gold Medal in 1997. Sinatra was also the recipient of eleven Grammy Awards, including the Grammy Trustees Award, Grammy Legend Award and the Grammy Lifetime Achievement Award. After his death, American music critic Robert Christgau called him "the greatest singer of the 20th century", and he continues to be seen as an iconic figure.
Nikolai Gogol	139177	Nikolai Vasilievich Gogol (; Russian: Никола́й Васи́льевич Го́голь, tr. Nikolay Vasilievich Gogol; IPA: [nʲɪkɐˈlaj vɐˈsʲilʲjɪvʲɪtɕ ˈgogəlʲ]; 31 March [O.S. 19 March] 1809 – 4 March [O.S. 21 February] 1852) was a Russian dramatist of Ukrainian origin. Although Gogol was considered by his contemporaries one of the preeminent figures of the natural school of Russian literary realism, later critics have found in his work a fundamentally romantic sensibility, with strains of surrealism and the grotesque ("The Nose", "Viy", "The Overcoat," "Nevsky Prospekt"). His early works, such as Evenings on a Farm Near Dikanka, were influenced by his Ukrainian upbringing, Ukrainian culture and folklore. His later writing satirised political corruption in the Russian Empire (The Government Inspector, Dead Souls). The novel Taras Bulba (1835) and the play Marriage (1842), along with the short stories "Diary of a Madman", "The Tale of How Ivan Ivanovich Quarreled with Ivan Nikiforovich", "The Portrait" and "The Carriage", round out the tally of his best-known works.
Michel de Montaigne	44307	Michel Eyquem de Montaigne, Lord of Montaigne (; French: [miʃɛl ekɛm də mɔ̃tɛɲ]; 28 February 1533 – 13 September 1592) was one of the most significant philosophers of the French Renaissance, known for popularizing the essay as a literary genre. His work is noted for its merging of casual anecdotes and autobiography with serious intellectual insight; his massive volume Essais contains some of the most influential essays ever written. Montaigne had a direct influence on Western writers, including Francis Bacon, René Descartes, Blaise Pascal, Jean-Jacques Rousseau, Albert Hirschman, William Hazlitt, Ralph Waldo Emerson, Friedrich Nietzsche, Stefan Zweig, Eric Hoffer, Isaac Asimov, and possibly on the later works of William Shakespeare. In his own lifetime, Montaigne was admired more as a statesman than as an author. The tendency in his essays to digress into anecdotes and personal ruminations was seen as detrimental to proper style rather than as an innovation, and his declaration that, "I am myself the matter of my book", was viewed by his contemporaries as self-indulgent. In time, however, Montaigne would come to be recognized as embodying, perhaps better than any other author of his time, the spirit of freely entertaining doubt which began to emerge at that time. He is most famously known for his skeptical remark, "Que sçay-je?" ("What do I know?", in Middle French; now rendered as Que sais-je? in modern French). Remarkably modern even to readers today, Montaigne's attempt to examine the world through the lens of the only thing he can depend on implicitly—his own judgment—makes him more accessible to modern readers than any other author of the Renaissance. Much of modern literary non-fiction has found inspiration in Montaigne and writers of all kinds continue to read him for his masterful balance of intellectual knowledge and personal storytelling.
Jan van Eyck	46381	Jan van Eyck (Dutch: [ˈjɑn fɑn ˈɛik]) (before c. 1390 – 9 July 1441) was a Flemish/Netherlandish painter active in Bruges. He is often considered one of the founders of Early Netherlandish painting school and one of the most significant representatives of Northern Renaissance art. The few surviving records of his early life indicate that he was born c. 1380–1390, most likely in Maaseik. He took employment in the Hague as painter and Valet de chambre with John III the Pitiless, ruler of Holland and Hainaut in the Hague around 1422, when he was already a master painter with workshop assistants. After John's death in 1425 he was employed in Lille as court painter to Philip the Good, Duke of Burgundy, until 1429 before moving to Bruges, where he lived until his death. He was highly regarded by Philip, and undertook a number of diplomatic visits abroad, including to Lisbon in 1428 to explore the possibility of a marriage contract between the duke and Isabella of Portugal. Apart from the Ghent Altarpiece and the illuminated miniatures of the Turin-Milan Hours, about 20 surviving paintings are confidently attributed to him, all dated between 1432 and 1439. Ten, including the Ghent altarpiece, are dated and signed with a variation of his motto, ALS IK KAN (As I (Eyck) can) always written in Greek characters, always a pun on his name. Van Eyck painted both secular and religious subject matter, including altarpieces, single panel religious figures and commissioned portraits. His work includes single panels, diptychs, triptychs, and polyptych panels. He was well paid by Philip, who sought that the painter was secure financially and had artistic freedom and could paint "whenever he pleased". Van Eyck's work comes from the International Gothic style, but he soon eclipsed it, in part through a greater emphasis on naturalism and realism. Through his developments in the use of oil paint he achieved a new level of virtuosity. Van Eyck was highly influential and his techniques and style were adopted and refined by the Early Netherlandish painters.
Rosa Luxemburg	173758	Rosa Luxemburg, (also Rozalia Luxenburg; Polish: Róża Luksemburg; 5 March 1871 – 15 January 1919) was a Marxist theorist, philosopher, economist, anti-war activist, and revolutionary socialist of Polish-Jewish descent who became a naturalized German citizen. She was, successively, a member of the Social Democracy of the Kingdom of Poland and Lithuania (SDKPiL), the Social Democratic Party of Germany (SPD), the Independent Social Democratic Party (USPD), and the Communist Party of Germany (KPD). In 1915, after the SPD supported German involvement in World War I, she and Karl Liebknecht co-founded the anti-war Spartacus League (Spartakusbund), which eventually became the KPD. During the November Revolution she co-founded the newspaper Die Rote Fahne ("The Red Flag"), the central organ of the Spartacist movement. She considered the Spartacist uprising of January 1919 a blunder, but supported it as events unfolded. Friedrich Ebert's majority Social Democratic government crushed the revolt and the Spartakusbund by sending in the Freikorps (government-sponsored paramilitary groups consisting mostly of World War I veterans). Freikorps troops captured and executed Luxemburg and Liebknecht. Luxemburg's body was thrown in the Landwehr Canal in Berlin. Due to her pointed criticism of both the Leninist and the more moderate social democratic schools of socialism, Luxemburg has had a somewhat ambivalent reception among scholars and theorists of the political left. Nonetheless, some have regarded Luxemburg and Liebknecht as martyrs of the socialist cause.  
Audrey Hepburn	52139	Audrey Hepburn (; born Audrey Kathleen Ruston; 4 May 1929 – 20 January 1993) was a British actress, model, dancer and humanitarian. Recognized as a film and fashion icon, Hepburn was active during Hollywood's Golden Age. She was ranked by the American Film Institute as the third-greatest female screen legend in Golden Age Hollywood and was inducted into the International Best Dressed List Hall of Fame. Born in Ixelles, a district of Brussels, Hepburn spent her childhood between Belgium, England and the Netherlands. In Amsterdam, she studied ballet with Sonia Gaskell before moving to London in 1948, continuing her ballet training with Marie Rambert, and then performing as a chorus girl in West End musical theatre productions. Following minor appearances in several films, Hepburn starred in the 1951 Broadway play Gigi after being spotted by French novelist Colette, on whose work the play was based. She shot to stardom for playing the lead role in Roman Holiday (1953), for which she was the first actress to win an Academy Award, a Golden Globe and a BAFTA Award for a single performance. The same year Hepburn won a Tony Award for Best Lead Actress in a Play for her performance in Ondine. She went on to star in a number of successful films, such as Sabrina (1954), The Nun's Story (1959), Breakfast at Tiffany's (1961), Charade (1963), My Fair Lady (1964) and Wait Until Dark (1967), for which she received Academy Award, Golden Globe and BAFTA nominations. Hepburn won a record three BAFTA Awards for Best British Actress in a Leading Role. In recognition of her film career, she was awarded the Lifetime Achievement Award from BAFTA, the Golden Globe Cecil B. DeMille Award, the Screen Actors Guild Life Achievement Award and the Special Tony Award. She remains one of the 12 people who have won Academy, Emmy, Grammy and Tony Awards. Hepburn appeared in fewer films as her life went on, devoting much of her later life to UNICEF. She had contributed to the organisation since 1954, then worked in some of the poorest communities of Africa, South America and Asia between 1988 and 1992. She was awarded the Presidential Medal of Freedom in recognition of her work as a UNICEF Goodwill Ambassador in December 1992. A month later, Hepburn died of appendiceal cancer at her home in Switzerland at the age of 63.
Coco Chanel	11291214	Gabrielle Bonheur "Coco" Chanel (19 August 1883 – 10 January 1971) was a French fashion designer and businesswoman. She was the founder and namesake of the Chanel brand. Along with Paul Poiret, Chanel was credited in the post-World War I era with liberating women from the constraints of the "corseted silhouette" and popularizing a sporty, casual chic as the feminine standard of style. A prolific fashion creator, Chanel extended her influence beyond couture clothing, realising her design aesthetic in jewellery, handbags, and fragrance. Her signature scent, Chanel No. 5, has become an iconic product. She is the only fashion designer listed on TIME magazine's list of the 100 most influential people of the 20th century. Chanel designed her iconic interlocked-CC monograph, meaning Coco Chanel, using it since the 1920s. Chanel was known for her lifelong determination, ambition, and energy which she applied to her professional and social life. She achieved both financial success as a businesswoman and catapulted to social prominence in French high society, thanks to the connections she made through her work. These included many artists and craftspeople to whom she became a patron. Her social connections appeared to encourage a highly conservative personal outlook. Rumors arose about Chanel's activities in the course of the German occupation of France during World War II, and she was criticised for being too comfortable with the Germans but never thoroughly investigated. One of Chanel's liaisons was with a German diplomat, Baron (Freiherr) Hans Günther von Dincklage. After the war ended, Chanel was interrogated about her relationship with von Dincklage, but she was not charged as a collaborator. After several years in Switzerland after the war, she returned to Paris and revived her fashion house. In 2011, Hal Vaughan published a book on Chanel based on newly declassified documents of that era, revealing that she had collaborated with Germans in intelligence activities. One plan in late 1943 was for her to carry an SS separate peace overture to British Prime Minister Winston Churchill to end the war.
Robert Alexander Schumann	44887	Robert Schumann (8 June 1810 – 29 July 1856) was a German composer and influential music critic. He is widely regarded as one of the greatest composers of the Romantic era. Schumann left the study of law, intending to pursue a career as a virtuoso pianist. He had been assured by his teacher Friedrich Wieck that he could become the finest pianist in Europe, but a hand injury ended this dream. Schumann then focused his musical energies on composing. Schumann's published compositions were written exclusively for the piano until 1840; he later composed works for piano and orchestra; many Lieder (songs for voice and piano); four symphonies; an opera; and other orchestral, choral, and chamber works. Works such as Carnaval, Symphonic Studies, Kinderszenen, Kreisleriana, and the Fantasie in C are among his most famous. His writings about music appeared mostly in the Neue Zeitschrift für Musik (New Journal for Music), a Leipzig-based publication which he jointly founded. In 1840, Schumann married Friedrich Wieck's daughter Clara, against the wishes of her father, following a long and acrimonious legal battle, which found in favor of Clara and Robert. Clara also composed music and had a considerable concert career as a pianist, the earnings from which, before her marriage, formed a substantial part of her father's fortune. Schumann suffered from a mental disorder, first manifesting itself in 1833 as a severe melancholic depressive episode, which recurred several times alternating with phases of 'exaltation' and increasingly also delusional ideas of being poisoned or threatened with metallic items. After a suicide attempt in 1854, Schumann was admitted to a mental asylum, at his own request, in Endenich near Bonn. Diagnosed with "psychotic melancholia", Schumann died two years later in 1856 without having recovered from his mental illness.
Dmitri Mendeleev	60633	Dmitri Ivanovich Mendeleev (; Russian: Дми́трий Ива́нович Менделе́ев; IPA: [ˈdmʲitrʲɪj ɪˈvanəvʲɪtɕ mʲɪndʲɪˈlʲejɪf]; 8 February 1834 – 2 February 1907 O.S. 27 January 1834 – 20 January 1907) was a Russian chemist and inventor. He formulated the Periodic Law, created a farsighted version of the periodic table of elements, and used it to correct the properties of some already discovered elements and also to predict the properties of eight elements yet to be discovered.
Frederick I, Holy Roman Emperor	39699	Frederick I (German: Friedrich; 1122 – 10 June 1190), also known as Frederick Barbarossa, was the Holy Roman Emperor from 1155 until his death. He was elected King of Germany at Frankfurt on 4 March 1152 and crowned in Aachen on 9 March 1152. He became King of Italy in 1155 and was crowned Roman Emperor by Pope Adrian IV on 18 June 1155. Two years later, the term sacrum ("holy") first appeared in a document in connection with his Empire. He was later formally crowned King of Burgundy, at Arles on 30 June 1178. He was named Barbarossa by the northern Italian cities which he attempted to rule: Barbarossa means "red beard" in Italian; in German, he was known as Kaiser Rotbart, which has the same meaning. Before his imperial election, Frederick was by inheritance Duke of Swabia (1147–1152, as Frederick III). He was the son of Duke Frederick II of the Hohenstaufen dynasty and Judith, daughter of Henry IX, Duke of Bavaria, from the rival House of Welf. Frederick therefore descended from the two leading families in Germany, making him an acceptable choice for the Empire's prince-electors. Historians consider him among the Holy Roman Empire's greatest medieval emperors. He combined qualities that made him appear almost superhuman to his contemporaries: his longevity, his ambition, his extraordinary skills at organization, his battlefield acumen and his political perspicuity. Among his contributions to Central European society and culture include the reestablishment of the Corpus Juris Civilis, or the Roman rule of law, which counterbalanced the papal power that dominated the German states since the conclusion of the Investiture Controversy.
Tokugawa Ieyasu	31183	Tokugawa Ieyasu (徳川 家康, January 31, 1543 – June 1, 1616) was the founder and first shogun of the Tokugawa shogunate of Japan, which effectively ruled Japan from the Battle of Sekigahara in 1600 until the Meiji Restoration in 1868. Ieyasu seized power in 1600, received appointment as shogun in 1603, and abdicated from office in 1605, but remained in power until his death in 1616. His given name is sometimes spelled Iyeyasu, according to the historical pronunciation of he. Ieyasu was posthumously enshrined at Nikkō Tōshō-gū with the name Tōshō Daigongen (東照大権現). He was one of the three unifiers of Japan, along with his Former Lord Nobunaga and Toyotomi Hideyoshi.
Pyotr Ilyich Tchaikovsky	24503	Pyotr Ilyich Tchaikovsky (; Russian: Пётр Ильи́ч Чайко́вский; 25 April/7 May 1840 – 25 October/6 November 1893), often anglicized as Peter Ilyich Tchaikovsky, was a Russian composer of the late-Romantic period, some of whose works are among the most popular music in the classical repertoire. He was the first Russian composer whose music made a lasting impression internationally, bolstered by his appearances as a guest conductor in Europe and the United States. Tchaikovsky was honored in 1884, by Emperor Alexander III, and awarded a lifetime pension. Although musically precocious, Tchaikovsky was educated for a career as a civil servant. There was scant opportunity for a musical career in Russia at that time and no system of public music education. When an opportunity for such an education arose, he entered the nascent Saint Petersburg Conservatory, from which he graduated in 1865. The formal Western-oriented teaching he received there set him apart from composers of the contemporary nationalist movement embodied by the Russian composers of The Five, with whom his professional relationship was mixed. Tchaikovsky's training set him on a path to reconcile what he had learned with the native musical practices to which he had been exposed from childhood. From this reconciliation, he forged a personal but unmistakably Russian style—a task that did not prove easy. The principles that governed melody, harmony and other fundamentals of Russian music ran completely counter to those that governed Western European music; this seemed to defeat the potential for using Russian music in large-scale Western composition or for forming a composite style, and it caused personal antipathies that dented Tchaikovsky's self-confidence. Russian culture exhibited a split personality, with its native and adopted elements having drifted apart increasingly since the time of Peter the Great. This resulted in uncertainty among the intelligentsia about the country's national identity—an ambiguity mirrored in Tchaikovsky's career. Despite his many popular successes, Tchaikovsky's life was punctuated by personal crises and depression. Contributory factors included his early separation from his mother for boarding school followed by his mother's early death, the death of his close friend and colleague Nikolai Rubinstein, and the collapse of the one enduring relationship of his adult life, which was his 13-year association with the wealthy widow Nadezhda von Meck. His homosexuality, which he kept private, has traditionally also been considered a major factor, though some musicologists now downplay its importance. Tchaikovsky's sudden death at the age of 53 is generally ascribed to cholera; there is an ongoing debate as to whether cholera was indeed the cause of death, and whether it was accidental or self-inflicted. While his music has remained popular among audiences, critical opinions were initially mixed. Some Russians did not feel it was sufficiently representative of native musical values and expressed suspicion that Europeans accepted the music for its Western elements. In an apparent reinforcement of the latter claim, some Europeans lauded Tchaikovsky for offering music more substantive than base exoticism and said he transcended stereotypes of Russian classical music. Others dismissed Tchaikovsky's music as "lacking in elevated thought," according to longtime New York Times music critic Harold C. Schonberg, and derided its formal workings as deficient because they did not stringently follow Western principles.
Franz Schubert	44888	Franz Peter Schubert (German: [ˈfʁant͡s ˈʃuːbɐt]; 31 January 1797 – 19 November 1828) was an Austrian composer. Schubert died before his 32nd birthday, but was extremely prolific during his lifetime. His output consists of over six hundred secular vocal works (mainly Lieder), seven complete symphonies, sacred music, operas, incidental music and a large body of chamber and piano music. Appreciation of his music while he was alive was limited to a relatively small circle of admirers in Vienna, but interest in his work increased significantly in the decades following his death. Felix Mendelssohn, Robert Schumann, Franz Liszt, Johannes Brahms and other 19th-century composers discovered and championed his works. Today, Schubert is ranked among the greatest composers of the late Classical and early Romantic eras and is one of the most frequently performed composers of the early nineteenth century.
Simón Bolívar	55917	Simón José Antonio de la Santísima Trinidad Bolívar Palacios Ponte y Blanco (Spanish: [siˈmon boˈliβar]; 24 July 1783 – 17 December 1830), known as El Libertador, was a Venezuelan military and political leader who played a leading role in the establishment of Venezuela, Bolivia, Colombia, Ecuador, Peru and Panama as sovereign states, independent of Spanish rule. Bolívar was born into a wealthy, aristocratic Creole family and, as was common for the heirs of upper class families in his day, was sent to be educated abroad at a young age, arriving in Spain when he was 16 and later moving to France. While in Europe he was introduced to the ideas of the Enlightenment, later motivating him to overthrow the reigning Spanish. Taking advantage of the disorder in Spain prompted by the Peninsular War, Bolívar began his campaign for independence in 1808, appealing to the wealthy Creole population through a conservative process, and established an organized national congress within three years. Despite a number of hindrances, including the arrival of an unprecedentedly large Spanish expeditionary force, the revolutionaries eventually prevailed, culminating in the patriot victory at the Battle of Carabobo in 1821, which effectively made Venezuela an independent country. Following this triumph over the Spanish monarchy, Bolívar participated in the foundation of the first union of independent nations in Latin America, Gran Colombia, of which he was president from 1819 to 1830. Through further military campaigns, he ousted Spanish rulers from Ecuador, Peru, and Bolivia (named after him). He was simultaneously president of Gran Colombia (current Venezuela, Colombia, Panamá and Ecuador) and Peru, while his second in command Antonio José de Sucre was appointed president of Bolivia. He aimed at a strong and united Spanish America able to cope not only with the threats emanating from Spain and the European Holy Alliance but also with the emerging power of the United States. At the peak of his power, Bolívar ruled over a vast territory from the Argentine border to the Caribbean Sea. Bolívar is, along with Argentine General José de San Martín, considered one of the great heroes of the Hispanic independence movements of the early 19th century. At the end of his life, Bolívar despaired of the situation in the region, with the famous quote "all who served the revolution have plowed the sea". Earlier, in an address to the Constituent Congress of the Republic of Colombia, Bolívar stated "Fellow citizens! I blush to say this: Independence is the only benefit we have acquired, to the detriment of all the rest."
Pliny the Younger	49407	Gaius Plinius Caecilius Secundus, born Gaius Caecilius or Gaius Caecilius Cilo (61 – c. 113), better known as Pliny the Younger (), was a lawyer, author, and magistrate of Ancient Rome. Pliny's uncle, Pliny the Elder, helped raise and educate him. Both Pliny the Elder and the Younger were witnesses to the eruption of Vesuvius in 79 AD, in which the former died. Pliny the Younger wrote hundreds of letters, of which 247 still survive and are of great historical value. Some are addressed to reigning emperors or to notables such as the historian Tacitus. Pliny served as an imperial magistrate under Trajan (reigned 98–117), and his letters to Trajan provide one of the few surviving records of the relationship between the imperial office and provincial governors. Pliny rose through a series of civil and military offices, the cursus honorum. He was a friend of the historian Tacitus and might have employed the biographer Suetonius on his staff. Pliny also came into contact with other well-known men of the period, including the philosophers Artemidorus and Euphrates the Stoic, during his time in Syria.
Jean de La Fontaine	60256	Jean de La Fontaine (IPA: [ʒɑ̃ də la fɔ̃tɛn]; 8 July 1621 – 13 April 1695) was a French fabulist and one of the most widely read French poets of the 17th century. He is known above all for his Fables, which provided a model for subsequent fabulists across Europe and numerous alternative versions in France, and in French regional languages. After a long period of royal suspicion, he was admitted to the French Academy and his reputation in France has never faded since. Evidence of this is found in the many pictures and statues of the writer, as well as later depictions on medals, coins and postage stamps.
